v1,v2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,id,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),tweet,URLs in Tweet,Domains in Tweet,hashtags,tweet_date,Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,pos_count,pos_per,neg_count,neg_per,Sentiment List #3: (Add your own word list) Word Count,Sentiment List #3: (Add your own word list) Word Percentage (%),noncat_count,noncat_per,edgecontent_count
anupamthapa,httweets,,,,,,,,,,1018,,,Mentions,29-04-2021 19:32,"RT @htTweets: #ExitPoll | Huge pro-incumbency for LDF in Kerala, party predicted to win between 104-120 seats by Axis My India

Track LIVE…",,,exitpoll,29-04-2021 19:32,https://twitter.com/#!/anupamthapa/status/1387852217684688899,,,1387852217684688899,,1,4.167,0,0.000,0,0.000,23,95.833,24
ajinkyamsk33,ajinkyamsk33,,,,,,,,,,1019,,,Tweet,29-04-2021 19:34,"The result for the Assembly elections in West Bengal, Assam, Kerala and Tamil Nadu and Union Territory Puducherry w… https://t.co/kTtgTiwMuw",https://twitter.com/i/web/status/1387852823157624832,twitter.com,,29-04-2021 19:34,https://twitter.com/#!/ajinkyamsk33/status/1387852823157624832,,,1387852823157624832,,0,0.000,0,0.000,0,0.000,19,100.000,19
metropact,perspcommuniste,,,,,,,,,,1020,,,Mentions,29-04-2021 19:39,RT @PerspCommuniste: Le sondage sorti des urnes au #Kerala (India Today Exit poll) donne aux #communistes une victoire historique aux élect…,,,kerala communistes,29-04-2021 19:39,https://twitter.com/#!/metropact/status/1387853968781553669,,,1387853968781553669,,0,0.000,0,0.000,0,0.000,21,100.000,21
mukulpen,iam_chintamani,,,,,,,,,,1021,,,Mentions,29-04-2021 19:46,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,29-04-2021 19:46,https://twitter.com/#!/mukulpen/status/1387855766976040966,,,1387855766976040966,,0,0.000,0,0.000,0,0.000,6,100.000,6
e_p_oi,perspcommuniste,,,,,,,,,,1022,,,Mentions,29-04-2021 20:09,RT @PerspCommuniste: Le sondage sorti des urnes au #Kerala (India Today Exit poll) donne aux #communistes une victoire historique aux élect…,,,kerala communistes,29-04-2021 20:09,https://twitter.com/#!/e_p_oi/status/1387861658060705792,,,1387861658060705792,,0,0.000,0,0.000,0,0.000,21,100.000,21
eqaiserijaz,perspcommuniste,,,,,,,,,,1023,,,Mentions,29-04-2021 20:10,RT @PerspCommuniste: Le sondage sorti des urnes au #Kerala (India Today Exit poll) donne aux #communistes une victoire historique aux élect…,,,kerala communistes,29-04-2021 20:10,https://twitter.com/#!/eqaiserijaz/status/1387861837761368065,,,1387861837761368065,,0,0.000,0,0.000,0,0.000,21,100.000,21
__geschichte__,iam_chintamani,,,,,,,,,,1024,,,Mentions,29-04-2021 20:30,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,29-04-2021 20:30,https://twitter.com/#!/__geschichte__/status/1387866955772620805,,,1387866955772620805,,0,0.000,0,0.000,0,0.000,6,100.000,6
mrsangam7,itsmenjs,,,,,,,,,,1025,,,Mentions,29-04-2021 20:37,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,29-04-2021 20:37,https://twitter.com/#!/mrsangam7/status/1387868695574110208,,,1387868695574110208,,0,0.000,0,0.000,0,0.000,10,100.000,10
neha14505402,itsmenjs,,,,,,,,,,1026,,,Mentions,29-04-2021 20:47,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,29-04-2021 20:47,https://twitter.com/#!/neha14505402/status/1387871250077208580,,,1387871250077208580,,0,0.000,0,0.000,0,0.000,10,100.000,10
brutztweets,marineravin,,,,,,,,,,1027,,,Mentions,29-04-2021 20:49,"RT @marineravin: LDF- 104-120
UDF- 20-36
NDA- 0-2 
Exit Poll by India Today 
#keralaelections2021  
#IndiaNeedsLeft",,,keralaelections2021 indianeedsleft,29-04-2021 20:49,https://twitter.com/#!/brutztweets/status/1387871805025579009,,,1387871805025579009,,0,0.000,0,0.000,0,0.000,18,100.000,18
vinnay_yadav,iam_chintamani,,,,,,,,,,1028,,,Mentions,29-04-2021 20:59,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,29-04-2021 20:59,https://twitter.com/#!/vinnay_yadav/status/1387874117525725185,,,1387874117525725185,,0,0.000,0,0.000,0,0.000,6,100.000,6
domeli18,perspcommuniste,,,,,,,,,,1029,,,Mentions,29-04-2021 21:04,RT @PerspCommuniste: Le sondage sorti des urnes au #Kerala (India Today Exit poll) donne aux #communistes une victoire historique aux élect…,,,kerala communistes,29-04-2021 21:04,https://twitter.com/#!/domeli18/status/1387875514879287298,,,1387875514879287298,,0,0.000,0,0.000,0,0.000,21,100.000,21
pavankarnax,iam_chintamani,,,,,,,,,,1030,,,Mentions,29-04-2021 21:18,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,29-04-2021 21:18,https://twitter.com/#!/pavankarnax/status/1387878963993726976,,,1387878963993726976,,0,0.000,0,0.000,0,0.000,6,100.000,6
voiceof12236943,itsmenjs,,,,,,,,,,1031,,,Mentions,29-04-2021 21:41,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,29-04-2021 21:41,https://twitter.com/#!/voiceof12236943/status/1387884657987915778,,,1387884657987915778,,0,0.000,0,0.000,0,0.000,10,100.000,10
sulaimani_t,sulaimani_t,,,,,,,,,,1032,,,Tweet,29-04-2021 21:42,"Idiotic Delhi channels discussing kerala exit polls.
Boss, first point out where kerala is on a map of India.
You k… https://t.co/E8syNzrCOZ",https://twitter.com/i/web/status/1387884972845850625,twitter.com,,29-04-2021 21:42,https://twitter.com/#!/sulaimani_t/status/1387884972845850625,,,1387884972845850625,,0,0.000,1,4.762,0,0.000,20,95.238,21
mirusmaanfaroo1,mirusmaanfaroo1,,,,,,,,,,1033,,,Tweet,29-04-2021 21:55,"Yahan loug mar rahe hai aur wahan hamare hukumraan chair chair khel rahe hai... Wah!!!
#BengalElections2021… https://t.co/zvTgiB2nH2",https://twitter.com/i/web/status/1387888261943554049,twitter.com,bengalelections2021,29-04-2021 21:55,https://twitter.com/#!/mirusmaanfaroo1/status/1387888261943554049,,,1387888261943554049,,0,0.000,1,6.250,0,0.000,15,93.750,16
anindia24612861,itsmenjs,,,,,,,,,,1034,,,Mentions,29-04-2021 22:01,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,29-04-2021 22:01,https://twitter.com/#!/anindia24612861/status/1387889915879297024,,,1387889915879297024,,0,0.000,0,0.000,0,0.000,10,100.000,10
zee_hindustan,zee_hindustan,,,,,,,,,,1035,,,Tweet,29-04-2021 22:02,"Kerala election 2021 Exit polls 2021 Results: किसके हाथ आएगी केरल की सत्ता?

#keralaelections2021 #NewZeeDigital… https://t.co/30F9cGfQDR",https://twitter.com/i/web/status/1387889975765585920,twitter.com,keralaelections2021 newzeedigital,29-04-2021 22:02,https://twitter.com/#!/zee_hindustan/status/1387889975765585920,,,1387889975765585920,,0,0.000,0,0.000,0,0.000,19,100.000,19
manojmani3,itsmenjs,,,,,,,,,,1036,,,Mentions,29-04-2021 23:15,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,29-04-2021 23:15,https://twitter.com/#!/manojmani3/status/1387908434406699008,,,1387908434406699008,,0,0.000,0,0.000,0,0.000,10,100.000,10
rashivtripathi,rashivtripathi,,,,,,,,,,1037,,,Tweet,28-04-2021 11:55,"#keralaelections2021 6 seats to watch out for 
1. Nemom- Only BJP MLA comes from this seat 
 - Rajagopal had won it… https://t.co/68XhPXGUDG",https://twitter.com/i/web/status/1387374966312562689,twitter.com,keralaelections2021,28-04-2021 11:55,https://twitter.com/#!/rashivtripathi/status/1387374966312562689,,,1387374966312562689,,1,5.000,0,0.000,0,0.000,19,95.000,20
ram4bharatiyata,rashivtripathi,,,,,,,,,,1038,,,Mentions,28-04-2021 13:37,"RT @rashivtripathi: #keralaelections2021 6 seats to watch out for 
1. Nemom- Only BJP MLA comes from this seat 
 - Rajagopal had won it by…",,,keralaelections2021,28-04-2021 13:37,https://twitter.com/#!/ram4bharatiyata/status/1387400655417929738,,,1387400655417929738,,1,4.348,0,0.000,0,0.000,22,95.652,23
ram4bharatiyata,iam_chintamani,,,,,,,,,,1039,,,Mentions,30-04-2021 00:28,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,30-04-2021 00:28,https://twitter.com/#!/ram4bharatiyata/status/1387926855257260035,,,1387926855257260035,,0,0.000,0,0.000,0,0.000,6,100.000,6
mayukhduke,mayukhduke,,,,,,,,,,1040,,,Tweet,29-04-2021 03:22,"Remember-
1. #keralaelections2021 is over.
2. Notwithstanding the results on 2nd May..Kerala under LDF (2016-21) wi… https://t.co/biKaoNqkqj",https://twitter.com/i/web/status/1387608115214962688,twitter.com,keralaelections2021,29-04-2021 03:22,https://twitter.com/#!/mayukhduke/status/1387608115214962688,,,1387608115214962688,,0,0.000,0,0.000,0,0.000,18,100.000,18
gvncpathi,mayukhduke,,,,,,,,,,1041,,,Mentions,30-04-2021 00:29,"RT @MayukhDuke: Remember-
1. #keralaelections2021 is over.
2. Notwithstanding the results on 2nd May..Kerala under LDF (2016-21) will be on…",,,keralaelections2021,30-04-2021 00:29,https://twitter.com/#!/gvncpathi/status/1387927164952055809,,,1387927164952055809,,0,0.000,0,0.000,0,0.000,22,100.000,22
devil_lucifer_m,itsmenjs,,,,,,,,,,1042,,,Mentions,30-04-2021 01:07,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,30-04-2021 01:07,https://twitter.com/#!/devil_lucifer_m/status/1387936517197160449,,,1387936517197160449,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1043,,,Tweet,23-04-2021 00:43,"09days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/fcDfNPK2YA",https://twitter.com/i/web/status/1385393873913008132,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,23-04-2021 00:43,https://twitter.com/#!/19alalex/status/1385393873913008132,,,1385393873913008132,,0,0.000,0,0.000,0,0.000,8,100.000,8
19alalex,19alalex,,,,,,,,,,1044,,,Tweet,24-04-2021 00:33,"0️⃣8️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/MQSIR9cvrP",https://twitter.com/i/web/status/1385753779577004032,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,24-04-2021 00:33,https://twitter.com/#!/19alalex/status/1385753779577004032,,,1385753779577004032,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1045,,,Tweet,25-04-2021 01:00,"0️⃣7️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/4rGvQ2FiSj",https://twitter.com/i/web/status/1386122788444987395,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,25-04-2021 01:00,https://twitter.com/#!/19alalex/status/1386122788444987395,,,1386122788444987395,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1046,,,Tweet,26-04-2021 01:48,"0️⃣6️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/GpGbeCxRyx",https://twitter.com/i/web/status/1386497399963590658,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,26-04-2021 01:48,https://twitter.com/#!/19alalex/status/1386497399963590658,,,1386497399963590658,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1047,,,Tweet,27-04-2021 01:15,"0️⃣5️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/xSL6tVNpqT",https://twitter.com/i/web/status/1386851562077646848,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,27-04-2021 01:15,https://twitter.com/#!/19alalex/status/1386851562077646848,,,1386851562077646848,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1048,,,Tweet,28-04-2021 00:41,"0️⃣4️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/xu6mkTOUqy",https://twitter.com/i/web/status/1387205311056859138,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,28-04-2021 00:41,https://twitter.com/#!/19alalex/status/1387205311056859138,,,1387205311056859138,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1049,,,Tweet,29-04-2021 01:15,"0️⃣3️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/i8vhDYAoIg",https://twitter.com/i/web/status/1387576349733253121,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,29-04-2021 01:15,https://twitter.com/#!/19alalex/status/1387576349733253121,,,1387576349733253121,,0,0.000,0,0.000,0,0.000,10,100.000,10
19alalex,19alalex,,,,,,,,,,1050,,,Tweet,30-04-2021 01:07,"0️⃣2️⃣days to go Result
#WestBengalElections2021 
#TamilNaduElections2021 
#assamelection2021
#keralaelections2021… https://t.co/T8dcqAwBB0",https://twitter.com/i/web/status/1387936688199016450,twitter.com,westbengalelections2021 tamilnaduelections2021 assamelection2021 keralaelections2021,30-04-2021 01:07,https://twitter.com/#!/19alalex/status/1387936688199016450,,,1387936688199016450,,0,0.000,0,0.000,0,0.000,10,100.000,10
nitinjoshi80,iam_chintamani,,,,,,,,,,1051,,,Mentions,30-04-2021 01:09,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,30-04-2021 01:09,https://twitter.com/#!/nitinjoshi80/status/1387937037672542208,,,1387937037672542208,,0,0.000,0,0.000,0,0.000,6,100.000,6
keerthi92570215,itsmenjs,,,,,,,,,,1052,,,Mentions,30-04-2021 01:23,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,30-04-2021 01:23,https://twitter.com/#!/keerthi92570215/status/1387940750533435392,,,1387940750533435392,,0,0.000,0,0.000,0,0.000,10,100.000,10
happee_rajput,arundeshpande20,,,,,,,,,,1053,,,Mentions,30-04-2021 01:25,"RT @ArunDeshpande20: #ExitPolls Kerala
 #keralaelections2021 
RaGa's first reaction after watching Kerala Exit poll !!🤠🤠🤣 https://t.co/ak5t…",,,exitpolls keralaelections2021,30-04-2021 01:25,https://twitter.com/#!/happee_rajput/status/1387941031153266689,,,1387941031153266689,,0,0.000,0,0.000,0,0.000,13,100.000,13
vijay12874761,rahulgandhi,,,,,,,,,,1054,,,Replies to,30-04-2021 01:27,"@RahulGandhi predicted faith of the congress even before every  #ExitPoll #ExitPolls  

See it to believe.… https://t.co/B84Diym7xo",https://twitter.com/i/web/status/1387941765383000067,twitter.com,exitpoll exitpolls,30-04-2021 01:27,https://twitter.com/#!/vijay12874761/status/1387941765383000067,,,1387941765383000067,,1,6.667,0,0.000,0,0.000,14,93.333,15
kanhangadnuhman,kanhangadnuhman,,,,,,,,,,1055,,,Tweet,30-04-2021 01:29,"ജയിക്കണം എന്ന് ആഗ്രഹിക്കുന്നവർ
VT Balaram
AKM Asharaf
M Swaraj
ശോഭ സുബിൻ
Sachin Dev
KM ABjith
KT Rama
തോൽക്കണം എ… https://t.co/a33wsE43YX",https://twitter.com/i/web/status/1387942184230572038,twitter.com,,30-04-2021 01:29,https://twitter.com/#!/kanhangadnuhman/status/1387942184230572038,,,1387942184230572038,,0,0.000,0,0.000,0,0.000,32,100.000,32
tetisheri,httweets,,,,,,,,,,1056,,,Mentions,30-04-2021 01:31,"RT @htTweets: #ExitPoll | Pollsters have predicted a clear victory for the incumbent Left Democratic Front in Kerala

Counting of votes to…",,,exitpoll,30-04-2021 01:31,https://twitter.com/#!/tetisheri/status/1387942713073483776,,,1387942713073483776,,2,9.524,0,0.000,0,0.000,19,90.476,21
kingtweet20,kingtweet20,,,,,,,,,,1057,,,Tweet,30-04-2021 01:35,#ModiResign #ModiGovtSeNaHoPayega #ModiAbandonedIndia #ModiOxygenDo #ModiPagalHai #OxygenCrisis #WestBengalPolls… https://t.co/polKfffgGa,https://twitter.com/i/web/status/1387943700672643072,twitter.com,modiresign modigovtsenahopayega modiabandonedindia modioxygendo modipagalhai oxygencrisis westbengalpolls,30-04-2021 01:35,https://twitter.com/#!/kingtweet20/status/1387943700672643072,,,1387943700672643072,,0,0.000,0,0.000,0,0.000,7,100.000,7
shahnawaz947,itsmenjs,,,,,,,,,,1058,,,Mentions,30-04-2021 01:36,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,30-04-2021 01:36,https://twitter.com/#!/shahnawaz947/status/1387943908835958787,,,1387943908835958787,,0,0.000,0,0.000,0,0.000,10,100.000,10
sravyavenkata,itsmenjs,,,,,,,,,,1059,,,Mentions,30-04-2021 01:48,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,30-04-2021 01:48,https://twitter.com/#!/sravyavenkata/status/1387946957671264259,,,1387946957671264259,,0,0.000,0,0.000,0,0.000,10,100.000,10
ramanmalik,rahulkanwal,,,,,,,,,,1060,,,Mentions,29-04-2021 16:15,"Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question… https://t.co/UwbMFnHatl",https://twitter.com/i/web/status/1387802671147413510,twitter.com,,29-04-2021 16:15,https://twitter.com/#!/ramanmalik/status/1387802671147413510,,,1387802671147413510,,,,,,,,,,
manish0891,rahulkanwal,,,,,,,,,,1061,,,Mentions,30-04-2021 01:57,"RT @ramanmalik: Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question of where…",,,,30-04-2021 01:57,https://twitter.com/#!/manish0891/status/1387949199954616320,,,1387949199954616320,,,,,,,,,,
ramanmalik,sardesairajdeep,,,,,,,,,,1062,,,Mentions,29-04-2021 16:15,"Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question… https://t.co/UwbMFnHatl",https://twitter.com/i/web/status/1387802671147413510,twitter.com,,29-04-2021 16:15,https://twitter.com/#!/ramanmalik/status/1387802671147413510,,,1387802671147413510,,,,,,,,,,
ramanmalik,incindia,,,,,,,,,,1063,,,Mentions,29-04-2021 16:15,"Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question… https://t.co/UwbMFnHatl",https://twitter.com/i/web/status/1387802671147413510,twitter.com,,29-04-2021 16:15,https://twitter.com/#!/ramanmalik/status/1387802671147413510,,,1387802671147413510,,0,0.000,0,0.000,0,0.000,16,100.000,16
manish0891,ramanmalik,,,,,,,,,,1064,,,Mentions,30-04-2021 01:57,"RT @ramanmalik: Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question of where…",,,,30-04-2021 01:57,https://twitter.com/#!/manish0891/status/1387949199954616320,,,1387949199954616320,,,,,,,,,,
manish0891,sardesairajdeep,,,,,,,,,,1065,,,Mentions,30-04-2021 01:57,"RT @ramanmalik: Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question of where…",,,,30-04-2021 01:57,https://twitter.com/#!/manish0891/status/1387949199954616320,,,1387949199954616320,,,,,,,,,,
manish0891,incindia,,,,,,,,,,1066,,,Mentions,30-04-2021 01:57,"RT @ramanmalik: Lifetime ultimate trolling of @INCIndia and @sardesairajdeep on live national TV show by @rahulkanwal 
On question of where…",,,,30-04-2021 01:57,https://twitter.com/#!/manish0891/status/1387949199954616320,,,1387949199954616320,,0,0.000,0,0.000,0,0.000,20,100.000,20
clemenza2020,clemenza2020,,,,,,,,,,1067,,,Tweet,30-04-2021 02:22,"As per India Today Axis exit polls, it is #kalladaTravels the winner of #keralaelections2021 . https://t.co/ghegqp1yKK",https://twitter.com/AvnishKSingh2/status/1387769529934168068,twitter.com,kalladatravels keralaelections2021,30-04-2021 02:22,https://twitter.com/#!/clemenza2020/status/1387955514659672065,,,1387955514659672065,,1,7.143,0,0.000,0,0.000,13,92.857,14
parampujari,arundeshpande20,,,,,,,,,,1068,,,Mentions,30-04-2021 02:27,"RT @ArunDeshpande20: #ExitPolls Kerala
 #keralaelections2021 
RaGa's first reaction after watching Kerala Exit poll !!🤠🤠🤣 https://t.co/ak5t…",,,exitpolls keralaelections2021,30-04-2021 02:27,https://twitter.com/#!/parampujari/status/1387956627752448004,,,1387956627752448004,,0,0.000,0,0.000,0,0.000,13,100.000,13
kuchbhinahihai,iam_chintamani,,,,,,,,,,1069,,,Mentions,30-04-2021 02:28,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,30-04-2021 02:28,https://twitter.com/#!/kuchbhinahihai/status/1387957070452846595,,,1387957070452846595,,0,0.000,0,0.000,0,0.000,6,100.000,6
sowmiyasid,arundeshpande20,,,,,,,,,,1070,,,Mentions,30-04-2021 02:33,"RT @ArunDeshpande20: #ExitPolls Kerala
 #keralaelections2021 
RaGa's first reaction after watching Kerala Exit poll !!🤠🤠🤣 https://t.co/ak5t…",,,exitpolls keralaelections2021,30-04-2021 02:33,https://twitter.com/#!/sowmiyasid/status/1387958191581908996,,,1387958191581908996,,0,0.000,0,0.000,0,0.000,13,100.000,13
sks_vatsa,iam_chintamani,,,,,,,,,,1071,,,Mentions,30-04-2021 02:40,"RT @Iam_Chintamani: #WestBengalElections2021 
#AssamElections2021
#KeralaElections2021
#TamilNaduElections2021",,,westbengalelections2021 assamelections2021 keralaelections2021 tamilnaduelections2021,30-04-2021 02:40,https://twitter.com/#!/sks_vatsa/status/1387959940581511168,,,1387959940581511168,,0,0.000,0,0.000,0,0.000,6,100.000,6
contradystopia,contradystopia,,,,,,,,,,1072,,,Tweet,28-04-2021 14:22,"#keralaelections2021 

ആർക്ക്?",,,keralaelections2021,28-04-2021 14:22,https://twitter.com/#!/contradystopia/status/1387412028051005440,,,1387412028051005440,,0,0.000,0,0.000,0,0.000,3,100.000,3
contradystopia,contradystopia,,,,,,,,,,1073,,,Tweet,30-04-2021 02:46,"#keralaelections2021 

Whiskers will decide",,,keralaelections2021,30-04-2021 02:46,https://twitter.com/#!/contradystopia/status/1387961629317361669,,,1387961629317361669,,0,0.000,0,0.000,0,0.000,4,100.000,4
anoopkr_,anoopkr_,,,,,,,,,,1074,,,Tweet,30-04-2021 02:52,"LDF 95+
NDA 00
 #keralaelections2021",,,keralaelections2021,30-04-2021 02:52,https://twitter.com/#!/anoopkr_/status/1387963070790598659,,,1387963070790598659,,0,0.000,0,0.000,0,0.000,5,100.000,5
irohitnarayanan,irohitnarayanan,,,,,,,,,,1075,,,Tweet,29-04-2021 12:13,"#keralaelections2021 #KeralaAssemblyElections2021 
#ExitPolls #TeamDharmocracy 

UDF 73-69
LDF 66-70
NDA 1-3
OTH 2… https://t.co/5doq3UK2Kb",https://twitter.com/i/web/status/1387741858768560129,twitter.com,keralaelections2021 keralaassemblyelections2021 exitpolls teamdharmocracy,29-04-2021 12:13,https://twitter.com/#!/irohitnarayanan/status/1387741858768560129,,,1387741858768560129,,0,0.000,0,0.000,0,0.000,15,100.000,15
nilotpalmrina10,irohitnarayanan,,,,,,,,,,1076,,,Mentions,30-04-2021 02:57,"RT @iRohitNarayanan: #keralaelections2021 #KeralaAssemblyElections2021 
#ExitPolls #TeamDharmocracy 

UDF 73-69
LDF 66-70
NDA 1-3
OTH 2

Na…",,,keralaelections2021 keralaassemblyelections2021 exitpolls teamdharmocracy,30-04-2021 02:57,https://twitter.com/#!/nilotpalmrina10/status/1387964320563175428,,,1387964320563175428,,0,0.000,0,0.000,0,0.000,18,100.000,18
sk_sameerahmed,itsmenjs,,,,,,,,,,1077,,,Mentions,30-04-2021 03:09,"RT @ItsmeNJS: #ExitPolls
#IStandWithSiddharth
#ResignModi
#ModiMustResign
#TamilNaduElections2021
#WestBengalPolls
#keralaelections2021
#Aa…",,,exitpolls istandwithsiddharth resignmodi modimustresign tamilnaduelections2021 westbengalpolls keralaelections2021,30-04-2021 03:09,https://twitter.com/#!/sk_sameerahmed/status/1387967381402636294,,,1387967381402636294,,0,0.000,0,0.000,0,0.000,10,100.000,10
yaseenmohammed9,narendramodi,,,,,,,,,,1078,,,Replies to,30-04-2021 03:15,"@narendramodi YES YOUR HONOUR!!! NEEYANALLOO KODATHI
PODA MY**😜😜

#malayali #bjp #keralaelections2021",,,malayali bjp keralaelections2021,30-04-2021 03:15,https://twitter.com/#!/yaseenmohammed9/status/1387968838931648520,,,1387968838931648520,1387583112926752769,0,0.000,0,0.000,0,0.000,11,100.000,11
